content,at
"Bintang 3 dulu ya.. saya baru sebulan pakai by.u beralih dari pengguna xl.. nanti kalau banyak fitur menarik, jaringan lancar, harga paket murah terjangkau dan tidak ada kendala saya rubah lagi bintangnya.. semoga tidak mengecewakan ya..",2025-05-03 09:49:25
"Update kekurangan dalam menggunakan by.u. 1. Jaringan sangat tidak stabil sama kayak bapaknya padahl tinggal di pusat Kota Wisata. 2. Tidak bisa masuk setelah update aplikasi karena katanya masalah sedikit, kendala server nih. Apa apaan coba? Haha 3. Ngasih solusi gak berfaedah dari pihak cs nya. Sepertinya Solusi yang bener itu perbaiki aja niat jualannya dengan bukti kelancaran jaringan dan server. Permudah aksesnya. Kan cari uang, yng betul lah.",2025-02-28 09:21:44
"pertanggal 28 februari 2025, by.u ada apa dan kenapa,, aplikasi tdk bisa diakses, login terus berulang ulang, setelah bisa login pun tdk bisa beli paket, muncul pemberitahuan gangguan atau ada sesikit kendala, padahal bisa dibilang kendala yg parah kalau ngk bsa diakses... TOLONG DIPERBAIKI!!!!",2025-02-28 20:24:42
"kecewa berat dengan pengalaman saya membeli paket kuota Super kaget 7GB, pembayaran sudah saya selesaikan tapi kuota belum masuk juga, bukti pembayaran sudah saya berikan tetap tidak ada tindakan, sekiranya saya ingin uang saya di kembalikan jikalau menang by. U sedang bermasalah, masalahnya saya sudah 2 kali membeli paket dan masalahnya tetap sama, saya merasa ditipu, saya benar-benar kecewa kepada by. U Bukti transaksi masih saya pegang.",2025-03-22 12:35:48
"Aneh ini aplikasi nya.. dikit-dikit terjadi kesalahan. Udah pake Wi-Fi pun tetep gitu. Ditambah lagi mau beli kartu sim, ada pilihan masukkan nomor pilihan ""bikin nomor sendiri"". Udah dimasukin dan dipilih, terakhir terjadi kesalahan sampe batas 5x nya habis. Akhirnya malah pake nomor yg disediakan dari awal. Tolong lah.. kualitas aplikasinya ditingkatkan. Jangan cuma tambahin fitur yg gak penting",2025-03-18 22:28:34
"Kouta boros, jaringan tidak stabil, pulsa kepotong sendiri, meskipun cuman 500 pulsa, kepotongnya tidak cuma sekali. apk nya ngelag, suka terjadi maslaah. Kouta tiba tiba habis, pdahal masih ada koutanya sekitar 200mb an, pas di matikan koutanya lalu di tinggal tidur tiba tiba koutanya habis, padahal koutanya baru di hidup kan.",2025-01-17 10:21:29
"Ngk bisa buka aplikasi pdhl pke kartu by.u. Pulsa sering kepotong tiba² ilang. Kouta cepet banget abis padahal data tidak diaktifkan. By.u coin yang tidak bertambah setelah isi pulsa/kouta dan coin tidak bisa ditukar. Udah ngikutin semua intruksi yang diberikan dari mengecek update terbaru, sinyal dialihkan dulu ke 2G dan alihkan kembali, mode pesawat, restar hp, disuruh lewat live chat, uninstall dan install kembali apk by.u, disuruh pake wifi, pake hp temen. Semua sudah kucoba dan gagal",2025-01-29 23:16:48
Jaringan rusak jaringan sampah selalu ada aja kendala dan masalahnya kadang-kadang jaringan bisa kadang-kadang tidak ada jaringan masa iya kartu Sultan jaringan miskin amat tolong kepada pihak provider untuk diperbaiki harap di sesuaikan jaringan nya dengan harga beli paket nya....,2025-02-28 11:11:45
"Aplikasinya kok makin susah diakses yah, sering terjadi kesalahan server. Setelah di update aplikasinya bukannya makin bagus tp malah makin sering gangguan, tolong perbaiki koneksi aplikasinya ke server biar pelanggan dpt dgn mudah membeli paket di aplikasi by.U",2025-03-06 04:15:25
"Pakai By.U sejak 2022. Awal pemakaian - 2024 normal bagus, Tapi di tahun 2025 ini makin hancur, Sinyal lemot sampai hilang sinyal. Apalagi aplikasi nya, Mau beli kuota selalu ada masalah, Terus tiba² ke reset login ulang, Pas udah login tiba² ke reset lagi gitu terus. Kecewa berat",2025-03-07 06:23:25
"apaan banget dah, masa jaringan full giliran dipake buat akses ke sosmed atau game malah lemot parah, kadang juga apk byu nya nge bug gak bisa isi kuota. mohon diperbaiki yaa... masa setiap di pake lemot mulu kadang kalau mau agak bagus signal nya harus mati data/mode pesawat dulu biar ke refresh jadi agak ribet buat penggunanya, maaf ku kasih bintang 2 dlu",2025-03-11 16:38:00
"kecewa berat dengan pengalaman saya membeli paket kuota Super kaget 7GB, pembayaran sudah saya selesaikan tapi kuota belum masuk juga, bukti pembayaran sudah saya berikan tetap tidak ada tindakan, sekiranya saya ingin uang saya di kembalikan jikalau memang by. U sedang bermasalah, masalahnya saya sudah 2 kali membeli paket dan masalahnya tetap sama, saya merasa ditipu, saya benar-benar kecewa kepada by. U Bukti transaksi masih saya pegang.",2025-03-19 04:09:45
"Dari banyak yang komen ternyata bener app nya sering bermasalah, sering error, apk juga berat banget, niatnya check kuota malah loading apknya lama banget,, hancur hancur, sesudah masuk ada notif terjadi masalah sama apk nya sering terjadi terus menerus ngak selesai selesai udah hampir 1 bulan gitu terus masalah, ngk ada perbaikan apa gimana nih dev nya dan dari banyak pelanggan yang ngeluh belum juga ada perkembangan nih apk🗿#hargapaketnyamahalmahal",2025-03-05 15:39:59
"ada sedikit masalah tolong pihat by.u, saya sering mengalami masalah seperti pembelian kuota di aplikasi by.u,namun yang saya beli tidak masuk kuotanya tapi keterangannya tertulis menuggu,dan sudah lama menunggu tidak ada tanggapan, kuota yang saya beli tidak masuk,namun pembayaran sukses",2025-04-23 05:16:37
"Sebenernya jaringan by.u itu lancar pemakaiannya, udh gitu murah harganya,Cuman kalo lagi error, error bangettt, mendadak pula. Tidak ada aba-aba, error seketika tengah malam gabisa dipakai, udh dicoba matikan data-mode pesawatin-restard ulang. Dihapus aplikasi terus didownload aplikasi nya Tetap aja gabisa digunakan. Tolong min diperbaiki secepat mungkin.",2025-01-31 09:10:11
"sinyal mantap,harga quota masuk akal, hanya saja by.U pelit,jika quota habis,buka aplikasi by.U nya aja ga bisa,mau maketin terpaksa harus minta hotspot temen dulu,coba kek buat buka aplikasi by.U nya aja gratisin kayak provider lain",2025-06-03 19:37:43
"Aplikasinya lemot banget. pas buka cuma tampilan cover doang lama.ngga ada menunya. Pas daftar pake Gmail, lemot abis pas pakai sosmed daftarnya, dia minta kode verifikasi yg dikirim ke email. pas buka email, terus masuk ke aplikasi lagi, malah harus dari awal ngisinya lagi. saya lihat di ulasan ini banyak yg komen Apalikasinya jelek. Kok ngga ada tindakan perbaikan gitu ? Saya pertama pake byu ini, tapi habis kesabaran saya cuma gegera registrasi doang.",2025-03-30 06:25:35
"Maaf bintang satu. udah hampir 1 tahun pake byu baru akhir"" ini sinyal jelek parah, boro"" buat maen game buat kirim pesan wa & scrol ig/tiktok aja berat. Padahal selalu beli paket yg 2mbps/30hari ga pernah jelek sinyalnya eh sekarang sinyalnya parah bgt. Semoga bisa di perbaiki segera, sia"" bgt uang 150rb beli paket 2mbps ini.!!!!!",2025-03-01 23:05:29
"untuk jaringan nya sering ngedrop parah, dari zoom sampai nge-game semua terganggu. mulai dari presentasi yang putus - putus, kadang connect kadang tidak dan di game kreadit score ku turun karena jaringan yang nge drop yang mengakibatkan sering afk",2025-03-18 15:59:51
"Aplikasinya masih banyak bug, ketika saya tap U-tainment malah stuck aplnya, trus list paket data sebelumnya pada hilang, yg ada cuman paket gede yang 100rb++ haduhh. Perbaiki lagi min apknya. Baru nanti saya tambah starnya",2025-02-15 19:55:45
"Tolong jangan terlalu lemot byu. Buka aplikasi aja lama banget, sering error loading page, mau beli kuota jadi kebeli sampe 2 kali proses transaksi saking lemotnya. Saya gak minta balikin duit, tp perbaiki jaringanmu!!!!!",2025-03-04 21:29:18
Berharap tadinya pakai provider ini Internet jarang gangguan dan tidak lemot. walaupun katanya Jaringan 4G paling stabil dari Telkomsel. tetapi sama saja dengan yg lain Gangguan jaringan dan Sinyal Lemot selalu menyertai.... apa kalian mencekik BANDWIDTH nya ? tulisan speed sih memang menggiurkan... Jangan berkata bahwa daerah tertentu tidak terjangkau...karena provider ini sudah lama. selama diCEKIK Bandwidth nya...jangan koar-koar paling stabil... dah gitu aja...!,2025-05-03 13:01:43
"Bagi kalian yang baca ini terus jaringan byu leg dan lain-lain, jangan paksa registrasi atau lain-lain, intinya ni kartu memang scam, aplikasinya juga banyak error gak guna parah, mau apa² minta seluler dari kartu byu padahal gak ada jaringan, sengaja dari sananya di beli gak bisa di pake, intinya mau di otak atik gimana pun tetep gak bisa, mereka yang bisa/work itu cuman hoki biar gak menyeluruh aja, aslinya memang mau beli 2-3 kali lagi bakal sama aja, mau pake wifi registrasi nya pun gk bisa",2025-02-03 03:34:20
Parah ini mah bukan kartu internet digital pertama di Indonesia. Tapi ini mah kartu teribet pertama di Indonesia. Masa saya beli kartu byu daftar dan ada SMS berhasil sudah aktif tapi pas saya mau cek kuota atau pulsa eeeh ada tulisan OPS kartu anda belom aktif sudah saya coba kembali berkali kali sampe ganti nik and no KK berkali kali ttp gak bisa dong. Dan untuk masuk ke aplikasi byu nya juga gak bisa dong pake no email FB pun gak bisa dan untuk melaporkan di CS nya pun lama tak ada respon,2025-03-04 16:24:58
"minusnya di sinyal, bahkan buat login FB pun lama bgt dah padahal kuota masih 7 GB an, jangankan FB buka aplikasi aja loadingnya lama bgt, untuk harga kuota murah terlebih beneran gk ada masa aktifnya alias beneran terbebas dari masa tenggang",2025-04-03 17:01:32
"kota sekelas jakarta aja masih gk stabil jaringannya, kadang hidup kadang mati. kalo mau kartu lu laku ya konsisten, kasih pengalaman baik. ini malah jaringan gk stabil, sekelas kota besar seperti jakarta aja masih lemot.",2025-03-25 15:46:34
"dari update terakhir, ada satu masalah yg gk diperbaiki sama sekali (mungkin ini minor buat kebanyakan orang tapi tidak buat saya). tombol close (x) di banner promosi in-app nya terlalu kecil n samar2. ditambah warna promosi nya gonjreng kali + oversize hampir menutupi seluruh layar, lengkap sudah tombol close nya tertutup banner nya. ane gk tau ini memang disengaja atau tidak, tapi ini sangat mengganggu. tolong dikondisikan ya mimin untuk update kedepan nya. selebih nya sudah bagus kok.",2025-05-20 18:33:41
"Agak kecewa dengan peforma jaringan belakangan ini. 5G tapi untuk main game jaringan naik turun. Kalau belum siap upgrade jaringan, mending pertahankan di 4G+ asal masih stabil. Padahal saya selalu puas pada jaringan b.yu dari dlu, tapi baru baru ini sangat mengecewakan. Tolong diperbaiki",2025-05-27 20:05:39
"Terlalu banyak fitur, tolong kembalikan sesuai dengan fungsi utamanya. Untuk beli paket internet, dan reedem u-coin. Bukannya sudah banyak yang komplain juga kalau aplikasinya sudah terlalu berat? Bahkan di Huawei tab 10.4 saya juga aplikasi ini sudah cukup berat, apalagi untuk device dengan spesifikasi di bawahnya.",2025-02-04 06:43:53
ditingkatkan terkait kestabilan jaringan..dengan alasan jika menggunakan jaringa data telkomsel lebih cepat dibanding dengan jaringan data by.u itu saja masukannya sukses selalu dan bisa menjadi pelopor jaringan data yang murah namun berkualitas terimakasih,2025-04-25 08:59:12
"sy pengguna lama, cmn sekarang ini sinyalnya jelek.. di pluit, di surabaya, di gedangan.. dan banyak titik yang sinyalnya jelek.. gk rekomen... kecewa sih.. pret.. dan gk ada solusi",2025-06-12 21:09:21
Aplikasi serring error ada pemberitahuan sedang rame yg akses. Rame yg akses berarti banyak peminatnya. Sarannya tingkatkan kualitas server aplikasi byu nya. Paket Unlimited naikan speednya dan FUP. Masa iya kalah dengan pemain baru si starlink. Saya pemakai 100GB 180rb di Kalimantan Barat. Jaringan ikut Telkomsel dengan kecepatan up to 30 Mbps Modem B312,2025-01-20 21:35:47
"Ini jaringan malah jadi downgrade parah beda sama yg dulu Diantara problemnya yaitu buat main game sama buka sosmed langsung ngelag & lemot parah, plus jadi boros kuota juga Kualitas tidak sebanding dengan harga paket data & pulsa yang sangat kelewat mahal Tolong untuk segera diperbaiki problemnya, supaya customer tidak berpindah ke provider yg lain",2025-02-26 12:54:35
"Saya kecewa sama byu hari ini Data seluler kadang bisa kadang gak bisa.. banyak gak bisanya!!!! Saya pindah ke sim satunya telkomsel bisa Byu kuota ada msh 35GB sinyal kadang ilang kadang seluler data bisa kadang gak bisa!!!! Saya kecewa bener bener... Sinyalnya sekarang lemot, gak jelas jadi makin males pakai byu gak recommended buang aja kartunya",2025-05-11 18:24:38
"aplikasi cek paket data serasa Benchmark berat banget kebanyakan loading, kebanyakan promo, harga makin mahal 7GB/15rb sekarang 20rb. stop beli paket byu. manfaatin kartu nya aja yang gak ada masa aktif, khusus paket data pakai yang lain.",2025-06-12 23:26:49
"Jaringannya buruk sekali untuk dipakai buat game/mendownload, Jaringan nya bagus cuma buat lihat video aja, ini mengganggu sekali, jaringannya dipakai lama juga ga enak, Suka loading/delay padahal jaringan udah bagus",2025-06-17 08:20:04
"Rating: ★☆☆☆☆ Aplikasi by.U makin hari makin bikin emosi. Sinyalnya jelek di mana-mana, nggak cuma di satu daerah doang. Pulsa juga selalu kepotong sendiri, padahal udah pake lock pulsa, tetep aja ilang entah kemana. Aplikasinya juga penuh bug, lama dibuka, sering nge-freeze, bikin makin stres. Harusnya sih diperbaiki dulu sebelum makin banyak yang kecewa.",2025-02-19 06:29:20
"Pelayanannya buruk slow respon, meskipun terselesaikan tapi slow responnya yang bikin gk nyaman, harus buka tutup aplikasi cuman buat liat dibales apa enggak chat kita. Gk kaya awal-awal rilis pelayanan cepet, gercep dan ramah tentunya masalah terselesaikan cuman beberapa menit, sekarang butuh berjam-jam buat terselesaikan.",2025-01-31 00:43:03
"ni gimana sih apk nya? kok buat ngetik nomer aja kaga bisa terus gimana cara login pake nomer selulernya? error apa gimana? lewat google error mulu, lewat apk kaga bisa ngetik, aneh banget. tolong lah diperbaiki lagi mau isi kuota mandiri jadi susah kalo gini terus, aplikasi gajelas",2025-05-30 22:13:45
kecewa banget gw sama kualitas jaringannya By.u yang paling parah nya jaringan 4G kenceng tapi kenyataannya lemot dan itu bikin paketan cepat habis dan tadi aada pemeliharaan sistem dan setelah selesai malah logout dari Byu.mau log-in malah ngak bisa ada masalah dari server.kalau di liat jaringan 4G tapi sinyalnya lemot di daerah jawabarat betul² lemot parah.iya sii harga nya terjangkau tapi sinyalnya lemot parah.kapok jadinya kalau begini terus ngak ada perubahan,2025-02-28 20:37:08
"sebenernya aplikasi nya udah bagus pilihan kuota nya juga lebih banyak kalau di bandingkan dengan membeli kuota di telepon yang menggunakan kode (*888#) tapii sedikit saran dari aku, kalau bisa aplikasi nya tuh seharusnya jangan bisa di buka saat ada kuota aja karena kan kadang udah isi pulsa terus niat nya mau beli kuota nya di aplikasi by. U nya tapi karena aplikasi nya ga bisa di buka saat gada kuota jadinya bingung..",2025-06-01 16:18:07
"Baru beli kartu nggak guna, gk berfungsi bilangnya sudah aktif tp aplikasi sering muncul ""terjadi kesalahan server"" katanya sudah aktif buat telfon dan internetan nggak bisa. Sudah email CS tp sampe sekarang gk ada info ini harus diapain. Terlalu ribet. Kecewa.",2025-02-18 21:32:14
"bintang 1 dulu dah, parah bener buat aplikasi, uda typo dalam teks, suka ke restart mulu tampilan apknya, paket super kaget hilang, belinya di riwayat doang, AMPAS APLIKASINYA!!!!1 makin update makin rusak!!",2025-03-13 22:41:13
"Kenapa aplikasinya gabisa tersimpan di menu, tiap buka aplikasi byU harus buka dulu playstore bru bisa masuk, itu pun klo ga loading, soalnya loading mulu, meskipun sudah download ulang ttep ga bisa dan ribett.",2025-02-04 10:03:11
"jujur aplikasi nya bagus banget,paket internet nya juga murah ², banyak promo, jaringan nya juga bagus stabil tapi belakang ini setiap buka aplikasi nya selalu langsung keluar kayak error gitu,jadi untuk admin nya tolong ya itu di atasi soal bikin gak nyaman",2025-05-03 14:14:33
"Pengalaman saya memakai by.U sangat buruk, sinyal sering tiba tiba hilang saat sedang bermain dan itu sangat memganggu sekali.Semakin lama kualitas sinyal by.U semakin buruk tidak seperti yang dulu",2025-04-06 17:42:22
"makin kesini update byu makin berat,, sering sekali error akses aplilakasi mana maksa banget lagi izin akses lokasi jika gak diizinkan aplikasi force close.. parah emang byu updatean terbaru... enakan kayak dulu ui dan segi penampilanya..",2025-03-23 04:14:26
